2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
2011-9-1 13:59,123,324,435426546,taopopoo,1111,22222,333333,xiaoxiao,1,1,战士,12.5,2011-9-1 13:59,1,192.168.1.105,中国,1,12,2011-9-1 13:59
